feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,id
1.5880780000793229,0.07815886665475676,-3.352761205180376,-0.4569979125982684,-1.5370504879854996,-1.5409897513745312,0.6973946600511903,-2.26342638927355,Meerkat,0
0.6008160675200207,0.8626913280094992,-0.2825969169065354,2.2122049827165977,-0.16784357336409914,-0.5303339607499652,0.34419009073130685,0.1167340837973243,Meerkat,1
1.3227772357001681,1.6867771845022952,-2.0269246218500867,2.669833823823608,-0.9778349515193717,-2.636981596608238,-1.3255533724528987,0.6980661823176921,Meerkat,2
-0.6177054500617676,0.21153136990517976,1.1312314937039354,0.4412850010663605,-0.23797664188642043,0.14781927163709718,0.9012994135411861,1.1468803933864378,Meerkat,3
1.3680480393753727,0.8472116905583623,-2.562404282912059,1.4102693697631827,0.12350915867448792,-1.8140670466710436,-0.561117945220839,-1.2431173320169477,Meerkat,4
-2.128032971006446,-0.2913653296955545,1.551164295701548,-0.18956825539028044,-2.1127978734734176,0.5398038837855829,-0.08433803320460712,-0.5071689292400039,Meerkat,5
-1.2068205053286134,0.5702105983040046,-0.5941896283176232,1.2765551166169127,-2.3382610759012166,-1.2215980609852484,-0.9449685299820664,-1.594805141638692,Meerkat,6
0.19163641334545078,0.18944467643369714,0.07255382140124174,0.8833184284353455,0.09429563929575757,0.19108751339666785,0.6605601675857988,-0.3036979014846035,Meerkat,7
-0.8801744877045964,0.098947309571916,1.3995857607462994,0.20052813960701976,-1.0180551305892473,0.2948933853657747,-0.6527277457928574,1.2201141233144472,Meerkat,8
-0.5803336346500103,-0.2326151354150538,0.795825178148746,0.05981724375415687,-1.1243015850091311,0.718619658243995,0.7886130259466249,-0.3434944536962313,Meerkat,9
1.5756023653421578,0.468555985947181,-0.8294789542370811,2.8247706196378095,-0.7926187710629188,0.7062083302908324,2.3038933025405437,-2.0833285997590845,Meerkat,10
-1.9399353032663802,-0.6651097202265045,2.7053083565584948,-0.5534313712695964,-0.9570441552122939,1.7727507337006347,-0.3232395338292212,0.38874568041603885,Meerkat,11
-1.5595002446891364,-1.6891490259372068,3.660346141789743,-1.3934019760584435,-0.5614680041918249,4.081828980212126,-0.16102995245764434,-0.498613470862898,Meerkat,12
